"ticker","datenr","pchange","wkchange","qtrchange","yrchange","ytdchange","currrating","prevrating","changeddate","suffix","suffixdays","volchange","dchange","prevsuffix","suffixchangeddate","weeksuffix","weekprevsuffix","weeksuffixchangeddate","weeksuffixdays","dailystoploss","weeklystoploss","dailystopbuy","weeklystopbuy","2wkchange","3wkchange","mthchange","monthlystopbuy","monthlystoploss","weekhigh","weeklow"
"RRAC",240328,-0.16,0.11,1.47,6.71,1.57,"Mkt Perform","Weak","240328","-",1,-96.18,-0.02,"","","+","","",1,11.18,11.13,11.18,11.16,0.2,0.24,0.38,11.15,11.08,,
"TNYA",240328,0.97,10.26,53.91,92.96,63.84,"Strong","Weak","240328","-",4,-77.87,0.05,"","","+","","",1,4.75,4.35,5.29,5.03,4.72,-21.89,-12.44,6.43,4.24,,
"SKYT",240328,-2.2,3.97,4.71,-8.26,6.02,"Mkt Perform","Weak","240328","-",4,-49.26,-0.23,"","","-","","",4,10.05,9.39,10.54,10.86,2.82,-17.98,-11.59,12.4,8.55,,
"MBSC",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230925","-",847,0,0,"","","-","","",812,0,0,0,0,9999,9999,9999,0,0,,
"RSVR",240328,1.26,6.79,13.12,31.05,12.64,"Strong","Weak","240328","-",4,-83.56,0.1,"","","+","","",1,7.58,7.36,8.1,7.63,6.93,9.26,11.08,7.5,5.95,,
"SLND",240328,-2.17,6.09,6.51,-38,4.65,"Mkt Perform","Weak","240328","+",1,85.74,-0.12,"","","+","","",1,5.2,4.64,5.74,5.4,5.06,10.2,18.42,5,4.27,,
"SWIM",240328,-1.25,7.92,45.49,38.6,49.62,"Strong","Weak","240328","-",4,-43.92,-0.05,"","","+","","",1,3.73,3.19,4.01,3.75,37.63,13.51,16.52,3.53,2.31,,
"ONTF",240328,0.14,4.06,-10.26,-13.72,-9.07,"Mkt Perform","Weak","240328","+",1,-66.29,0.01,"","","+","","",1,6.96,6.6,7.17,7.05,7.5,3.91,2.14,8.35,6.54,,
"SGHT",240328,1.35,1.74,-5.41,-38.24,1.65,"Mkt Perform","Weak","240328","+",1,-81.41,0.07,"","","+","","",1,5.04,4.51,5.22,5.22,16.93,5.32,30.6,4.6,4.02,,
"NUVB",240328,-6.17,61.26,141.88,124.4,145.87,"Strong","Weak","240328","+",1,314.12,-0.25,"","","+","","",1,3.02,1.84,4.06,2.39,63.38,47.82,99.2,2.04,1.52,,
"FWAC",240328,0,9999,9999,9999,9999,"Mkt Perform","Weak","230925","-",861,0,0,"","","-","","",812,0,0,0,0,9999,9999,9999,0,0,,
"HIPO",240328,0.85,6.59,95.58,13.22,101.59,"Strong","Weak","240328","+",1,-50.06,0.15,"","","+","","",1,17.9,16.37,18.31,18.36,4.76,1.97,30.71,14.68,8.68,,
"GAMB",240328,0.55,3.28,-7.5,-7.96,-6.45,"Mkt Perform","Weak","240328","-",4,-19.4,0.05,"","","-","","",4,8.97,8.6,9.14,10.27,4.7,5.31,-0.33,9.4,8.52,,
"ONL",240328,1.75,4.49,-40.55,-45.04,-38.99,"Mkt Perform","Weak","240328","+",1,-27.09,0.06,"","","-","","",1,3.17,3.32,3.44,3.63,0.29,-3.86,-0.57,5.18,3.45,,
"NPFD",240328,0.42,-0.2,9.53,16.9,9.87,"Mkt Perform","Weak","240328","+",1,-38.45,0.08,"","","-","","",4,17.65,17.51,17.82,18.07,1.39,1.86,1.74,17.54,17.11,,
"UCAR",240328,21.19,11.27,-67.87,9999,-65.85,"Mkt Perform","Weak","240328","+",1,31.24,0.01,"","","+","","",1,0.05,0.05,0.06,0.06,11.68,2.51,-16.39,0.12,0.06,,
"CMAX",240328,12.95,-16.47,856.87,96.44,924.74,"Mkt Perform","Weak","240328","+",1,-89.21,0.57,"","","-","","",1,4,4.26,4.48,6.59,-10.29,-61.02,-35.37,11.8,4.07,,
"FIP",240328,-0.16,0.32,52.46,115.68,59.13,"Mkt Perform","Weak","240328","-",4,-53.41,-0.01,"","","-","","",4,5.87,5.72,6.25,6.28,4.38,17.23,35.15,4.62,4.15,,
"NETC",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231226","-",471,-100,0,"","","-","","",422,0,0,0,0,9999,9999,9999,0,0,,
"DSGN",240328,0.26,2.75,42.55,-32.41,47.65,"Strong","Weak","240328","-",4,-51.27,0.01,"","","+","","",1,3.5,2.48,3.93,3.82,51.94,33.56,41.01,2.95,2.24,,
"BRLT",240328,2.36,-0.98,-11.66,-16.53,-19.41,"Weak","Mkt Perform","240326","+",1,-57.97,0.07,"","","-","","",4,2.91,2.65,2.98,3.21,15.21,8.21,6.69,3.33,2.6,,
"KCGI",240328,0,0.09,1.4,4.13,1.4,"Mkt Perform","Weak","240328","-",4,-99.97,0,"","","+","","",1,10.84,10.81,10.84,10.83,0.28,0.28,0.46,10.8,10.74,,
"NRGV",240328,2.89,7.23,-30.2,-15.24,-23.61,"Mkt Perform","Weak","240328","+",1,-72.89,0.05,"","","-","","",4,1.63,1.58,1.77,1.88,8.54,-6.56,5.95,1.92,1.35,,
"APGB",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231204","-",552,0,0,"","","-","","",509,0,0,0,0,9999,9999,9999,0,0,,
"NCAC",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240129","-",295,-100,0,"","","-","","",260,0,0,0,0,9999,9999,9999,0,0,,
"KRT",240328,1.08,-0.61,13.54,119.65,14.63,"Mkt Perform","Weak","240328","+",1,-60.93,0.3,"","","-","","",4,27.9,25.5,28.51,29.95,10.12,-3.33,-3.5,29.69,24,,
"GLUE",240328,-0.92,-9.88,17.23,-7.25,23.89,"Mkt Perform","Weak","240328","-",4,-59.31,-0.07,"","","+","","",1,6.63,6.27,7.22,7.74,8.81,11.24,10.19,7.03,4.18,,
"IVCA",240328,0,0.04,1.82,6.47,1.73,"Mkt Perform","Weak","240328","-",4,55.95,0,"","","+","","",1,11.18,11.15,11.2,11.19,0.45,0.45,0.63,11.13,11.06,,
"OPAD",240328,-1.81,3.9,-19.18,8.97,-18.2,"Mkt Perform","Weak","240328","+",1,-57.34,-0.15,"","","+","","",1,8.15,7.63,8.69,8.4,3.52,7.43,-0.65,9.8,8.36,,
"FTCI",240328,-6.53,19.78,-23.38,-73.81,-20.3,"Mkt Perform","Weak","240328","+",3,30.7,-0.04,"","","-","","",4,0.5,0.44,0.61,0.62,24.55,9.98,7.4,0.73,0.43,,
"BGRY",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230828","-",961,0,0,"","","-","","",937,0,0,0,0,9999,9999,9999,0,0,,
"GRCL",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240226","-",162,-100,0,"","","-","","",132,0,0,0,0,9999,9999,9999,10.39,10.09,,
"AKYA",240328,-0.42,-2.08,-7.28,-43.59,-3.68,"Weak","Mkt Perform","240326","-",4,-66.5,-0.02,"","","-","","",1,4.63,4.81,4.89,5.16,-4.07,-6.08,-17.94,6.22,5.2,,
"VIGL",240328,6.25,18.47,-6.85,-67.31,-0.87,"Mkt Perform","Weak","240328","+",1,-40.55,0.2,"","","-","","",1,2.8,2.85,3.2,3.54,1.49,0.44,-2.3,3.62,2.53,,
"BBAI",240328,-4.88,2.25,-11.85,1.24,-3.99,"Mkt Perform","Weak","240328","+",1,-52.08,-0.1,"","","-","","",4,2.01,1.95,2.18,2.49,-16.19,-19.8,-39.14,3.75,1.57,,
"PFTA",240328,0,0.09,1.61,4.89,1.61,"Mkt Perform","Weak","240328","-",4,-99.98,0,"","","+","","",1,10.71,10.7,10.73,10.71,0.09,0.66,0.75,10.76,10.6,,
"BKKT",240328,-1.2,-12.54,-79.35,-70.01,-78.88,"Weak","Mkt Perform","240326","+",1,19.08,-0.01,"","","-","","",1,0.41,0.49,0.49,0.63,-19.28,-21.28,-18.81,1.47,0.58,,
"CLIN",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","240102","-",443,0,0,"","","-","","",422,0,0,0,0,9999,9999,9999,0,0,,
"MYTE",240328,3.17,-7.67,-0.61,-52.28,0.93,"Weak","Mkt Perform","240327","-",1,-55.81,0.1,"","","-","","",1,3.14,3.44,3.5,4.02,-13.56,-16.45,-5.8,3.52,2.5,,
"DNAB",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230807","-",1051,0,0,"","","-","","",1002,0,0,0,0,9999,9999,9999,0,0,,
"DNAD",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230807","-",1051,0,0,"","","-","","",1002,0,0,0,0,9999,9999,9999,0,0,,
"TOP",240328,-2.88,2.08,-30.05,-50.32,-27.42,"Mkt Perform","Weak","240328","-",4,-89.87,-0.08,"","","+","","",1,2.65,2.54,2.78,2.78,2.27,0,-0.37,5.37,2.65,,
"CPUH",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230905","-",919,0,0,"","","-","","",904,0,0,0,0,9999,9999,9999,0,0,,
"ADSE",240328,0.39,-2.26,47.38,280.59,45.72,"Mkt Perform","Weak","240328","+",1,249.19,0.04,"","","-","","",1,9.52,9.87,10.35,11,-0.19,-6.98,-5.46,11.48,6.9,,
"CVRX",240328,0.06,-9.77,-45.5,107.13,-42.78,"Weak","Mkt Perform","240322","-",4,-44.98,0.01,"","","-","","",1,17.79,19.95,18.68,21.67,-13.54,-16.04,-8.3,25.66,19.15,,
"JGGC",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231120","-",601,0,0,"","","-","","",566,0,0,0,0,9999,9999,9999,0,0,,
"SVIIU",240328,0,0,1.19,9999,1.19,"Mkt Perform","Weak","240328","-",4,-97.06,0,"","","-","","",4,11.07,11.06,11.07,11.1,0.09,0.18,0.64,11.85,10.8,,
"VAXX",240328,2.82,0.07,-22.6,-67.73,-15.68,"Mkt Perform","Weak","240328","+",3,-21.25,0.02,"","","-","","",1,0.66,0.69,0.71,0.77,-6.36,0.48,-17.15,1.05,0.56,,
"HMPT",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230905","-",919,0,0,"","","-","","",904,0,0,0,0,9999,9999,9999,0,0,,
"NVX",240328,0.67,2.97,21.89,-27.49,15.64,"Strong","Weak","240328","-",4,-74.93,0.01,"","","-","","",4,2.19,1.92,2.27,2.62,-15.54,-10.16,2.5,2.49,1.4,,
"OZ",240328,2.59,0.83,-22.2,-35.43,-21.55,"Mkt Perform","Weak","240328","+",1,-67.21,1.53,"","","-","","",4,57.19,55,58.97,61.48,0.83,-1.55,-6.74,66.49,42.75,,
"NN",240328,-5.14,5.9,45.67,228.57,47.3,"Strong","Weak","240328","-",1,-48.24,-0.36,"","","+","","",1,6.71,3.95,7.14,6.19,55.7,74.57,53.15,4.57,3.95,,
"CREC",240328,0,9999,9999,9999,9999,"Mkt Perform","Weak","230814","-",1009,0,0,"","","-","","",968,0,0,0,0,9999,9999,9999,0,0,,
"CITE",240328,0,0.09,2.12,5.51,1.74,"Mkt Perform","Weak","240328","-",4,-93.79,0,"","","+","","",1,11.07,11.05,11.1,11.09,0.45,0.54,0.63,11.05,10.89,,
"RENE",240328,0,0.18,1.65,6.21,1.65,"Mkt Perform","Weak","240328","-",4,-47.43,0,"","","+","","",1,11.12,11.09,11.12,11.12,0.09,0.5,0.63,11.08,11.02,,
"THCP",240328,0,-0.05,0.78,9999,0.78,"Mkt Perform","Weak","240328","-",4,-97.38,0,"","","-","","",1,10.3,10.31,10.31,10.31,-0.05,0.19,0.39,10.28,10.23,,
"AVAH",240328,3.47,1,-11.67,136.92,-5.94,"Mkt Perform","Weak","240328","+",1,38.52,0.08,"","","-","","",4,2.35,2.3,2.52,2.6,2.42,12.67,6.96,2.7,2,,
"OMGA",240328,3.38,7.62,18.01,-41.84,21.93,"Strong","Weak","240328","+",1,-87.6,0.12,"","","-","","",1,3.33,3.35,3.58,3.73,1.38,-15.24,-10.71,4.3,3.27,,
"PLAO",240328,0,0.44,1.9,7.22,1.8,"Mkt Perform","Weak","240328","-",4,-69.42,0,"","","+","","",1,11.27,11.24,11.29,11.26,0.09,0.09,0.18,11.28,11.17,,
"KNSW",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231211","-",517,0,0,"","","-","","",485,0,0,0,0,9999,9999,9999,0,0,,
"IMRX",240328,18.11,11.24,-63.39,-70.47,-62.19,"Mkt Perform","Weak","240328","+",1,24.56,0.44,"","","-","","",4,2.26,1.96,2.48,3.24,50.26,-57.23,-53.71,7.26,5.24,,
"ZVIA",240328,10.19,8.13,-45.17,-67.86,-42.72,"Mkt Perform","Weak","240328","+",1,-13.94,0.11,"","","-","","",1,1,1.06,1.06,1.22,-2.77,-19.65,-22.87,1.79,1.36,,
"UTAA",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230925","-",861,0,0,"","","-","","",812,0,0,0,0,9999,9999,9999,0,0,,
"ZIMV",240328,1.35,0.61,-9.33,142.02,-6.72,"Mkt Perform","Weak","240328","+",1,-45.16,0.22,"","","-","","",1,15.92,16.15,16.42,17.3,0.36,-7.99,-2.48,20.91,16.92,,
"TNGX",240328,1.17,1.04,-24.95,93.78,-21.31,"Mkt Perform","Weak","240328","+",3,-44.81,0.09,"","","-","","",1,7.32,7.71,7.87,8.9,-13.73,-29.72,-30.01,12.99,10.66,,
"DRTS",240328,-0.68,-2.17,5.02,-1.68,-2.01,"Weak","Mkt Perform","240327","-",1,-10.53,-0.02,"","","-","","",4,2.94,2.86,3.03,3.07,2.8,-3.3,-2.33,3.34,2.87,,
"PGSS",240328,0,0.3,1.3,7.6,1.76,"Mkt Perform","Weak","240328","-",4,-99.61,0,"","","-","","",1,11.22,11.18,11.24,11.28,0.39,-0.23,0.12,11.26,11.13,,
"JWSM",240328,0,-0.72,-0.72,9.37,-0.54,"Weak","Mkt Perform","240327","-",4,-99.96,0,"","","-","","",1,10.97,11.03,11,11.05,-0.72,0.64,0.27,11.04,10.5,,
"HUMA",240328,-0.32,-6.65,4.04,1.31,8.8,"Weak","Mkt Perform","240326","-",4,-31.81,-0.01,"","","-","","",1,3.07,3.27,3.25,3.66,-4.63,-8.71,-28.97,4.86,2.84,,
"AFRI",240328,0.48,-0.67,-0.62,-6.04,-1.61,"Weak","Mkt Perform","240328","-",4,-49.22,0.05,"","","-","","",1,10.15,10.35,10.47,10.6,0.19,-0.48,-0.19,10.75,10.26,,
"VMCA",240328,0,0.35,1.97,8.09,1.97,"Mkt Perform","Weak","240328","+",1,-98.87,0,"","","+","","",1,11.32,11.32,11.35,11.32,0.35,0.44,0.35,11.32,11.01,,
"KLTR",240328,0,1.12,-32.16,-25,-31.12,"Mkt Perform","Weak","240328","-",4,-93.24,0,"","","-","","",4,1.31,1.29,1.38,1.39,1.5,2.66,1.5,1.72,1.32,,
"QBTS",240328,-0.48,7.73,125.95,283.49,138.2,"Strong","Mkt Perform","240328","-",1,23.86,-0.01,"","","-","","",4,1.94,1.85,2.12,2.42,0.48,11.47,12.97,2.17,0.87,,
"ACRV",240328,11.76,15.97,44.5,-43.15,45.37,"Strong","Weak","240328","+",1,-48.86,0.76,"","","+","","",1,6,5.12,6.7,6.9,16.72,37.62,48.66,5.3,3.16,,
"VCSA",240328,-1.97,-2.65,-13.95,681.39,-15,"Weak","Mkt Perform","240327","-",4,86.07,-0.14,"","","+","","",1,6.66,6.16,7.11,7.25,10.28,-5.68,-26.24,11.7,8.51,,
"BWBBP",240328,0,0.06,-7.9,-5.91,-7.89,"Mkt Perform","Weak","240328","-",4,-99,0,"","","-","","",4,17.35,16.9,17.5,18.13,-2.01,-3.79,-4.75,19.94,17.11,,
"REFI",240328,0.13,-2.42,-2.24,15.01,-2.96,"Weak","Mkt Perform","240326","-",4,-26.8,0.02,"","","-","","",1,15.61,15.91,15.86,16.47,-3.08,-3.74,-3.56,16.35,15.44,,
"DSP",240328,3.33,3.23,50.21,131.58,52.16,"Strong","Weak","240328","+",1,34.69,0.34,"","","+","","",1,10.07,9.35,10.35,10.47,6.24,2.62,16.17,9.23,7.86,,
"SOPH",240328,-3.8,5.42,3.9,6.53,4.33,"Mkt Perform","Weak","240328","-",4,-70.55,-0.2,"","","+","","",1,4.8,4.22,5.34,5.15,13.45,0.7,1.2,5.39,4.04,,
"CURV",240328,7.41,10.79,-15,23.25,-15.73,"Mkt Perform","Weak","240328","+",1,-52,0.34,"","","+","","",1,4.22,3.34,4.65,4.54,40.06,1.65,-1.99,5.34,3.94,,
"IKNA",240328,2.88,-2.05,-28.5,-60.28,-28.5,"Weak","Mkt Perform","240325","+",1,-80.92,0.04,"","","-","","",1,1.37,1.44,1.42,1.6,-8.92,-10.06,0,1.62,1.24,,
"CCV",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231023","-",731,0,0,"","","-","","",699,0,0,0,0,9999,9999,9999,0,0,,
"SKGR",240328,-0.18,0,1.84,6.07,2.31,"Mkt Perform","Weak","240328","-",4,-76.71,-0.02,"","","+","","",1,11.02,11,11.15,11.12,0.09,-0.09,-0.98,11.49,10.8,,
"CDAQ",240328,0,0.19,0.56,3.58,0.47,"Mkt Perform","Weak","240328","-",4,-10.32,0,"","","+","","",1,10.68,10.68,10.7,10.7,0.19,0.19,0.56,10.82,10.63,,
"SKYH",240328,-3.32,-3.97,28.1,83,31.59,"Mkt Perform","Weak","240328","-",1,3.18,-0.44,"","","-","","",1,12.85,12.89,13.34,13.5,-1.08,-0.7,6.75,12.53,10.87,,
"OBIO",240328,1.6,3.16,-43.8,-64.68,-40.83,"Mkt Perform","Weak","240328","-",4,-35.95,0.08,"","","-","","",1,5,5.15,5.7,5.74,4.46,-16.95,-16.3,7.5,5.63,,
"CDZIP",240328,0,1.07,-11.56,-19.37,-11.56,"Mkt Perform","Weak","240328","-",4,94.93,0,"","","+","","",1,13.98,13.85,14.89,14.25,1.07,-3.74,-2.14,14.99,12.8,,
"AFCG",240328,-2.16,-6.21,0.45,-3.7,1.58,"Weak","Mkt Perform","240326","-",1,23.51,-0.27,"","","-","+","240328",1,12.45,12.38,13.4,13.19,-2.16,3.86,6.43,11.9,10.76,,
"FFIE",240328,-4.73,-31.13,-65.03,-74.45,-60.68,"Weak","Mkt Perform","240325","-",4,-40.26,0,"","","-","","",4,0.09,0.09,0.1,0.15,-6.4,-35.21,29.94,0.15,0.06,,
"ASCB",240328,0,0.81,3.78,8.28,3.59,"Mkt Perform","Weak","240328","-",4,-99.89,0,"","","-","","",4,11.25,11,11.25,11.34,1.08,0.9,0.9,11.35,10.83,,
"ARTE",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231113","-",657,0,0,"","","-","","",629,0,0,0,0,9999,9999,9999,0,0,,
"VHNA",240328,0,9999,9999,9999,9999,"Mkt Perform","Weak","230925","-",854,0,0,"","","-","","",812,0,0,0,0,9999,9999,9999,0,0,,
"PTRA",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230925","-",875,0,0,"","","-","","",847,0,0,0,0,9999,9999,9999,0,0,,
"PRLH",240328,0,-0.09,1.12,3.4,1.12,"Mkt Perform","Weak","240328","-",4,-95.58,0,"","","-","","",4,10.74,10.76,10.87,10.8,0.37,0.37,0.84,10.76,10.67,,
"BLFY",240328,1.73,3.4,-4.46,-4.55,-2.08,"Mkt Perform","Weak","240328","+",1,-64.23,0.16,"","","-","","",4,9.08,8.73,9.29,9.48,4.78,3.74,0.11,9.66,8.69,,
"DALS",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230905","-",925,0,0,"","","-","","",904,0,0,0,0,9999,9999,9999,0,0,,
"CRBU",240328,0.29,-1.82,-12.52,-0.68,-10.07,"Weak","Mkt Perform","240326","+",3,-45.51,0.01,"","","-","","",1,5.05,5.18,5.17,5.77,-4.38,-31.58,-35.08,8.33,6.06,,
"TDUP",240328,3.35,4.7,-15.76,-18.5,-11.28,"Mkt Perform","Weak","240328","+",1,24.28,0.06,"","","-","","",4,1.91,1.87,1.97,2.06,4.97,7.22,0.25,2.15,1.79,,
"NVCT",240328,-1.44,-8.97,-3.07,-30.04,-0.6,"Weak","Mkt Perform","240325","-",4,-73.47,-0.12,"","","-","","",1,8.04,8.2,8.52,11.89,-25.27,-19.92,-16.72,10.25,6.55,,
"FICV",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240226","-",162,-100,0,"","","-","","",132,0,0,0,0,9999,9999,9999,11.03,10.67,,
"QSI",240328,4.5,10.96,-13.76,18.98,-1.74,"Mkt Perform","Weak","240328","+",1,-48.58,0.09,"","","-","","",1,1.76,1.76,1.89,2.01,14.16,-11.43,18.26,1.86,1.38,,
"LOCC",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231204","-",531,0,0,"","","-","","",509,0,0,0,0,9999,9999,9999,0,0,,
"THRN",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231023","-",731,0,0,"","","-","","",699,0,0,0,0,9999,9999,9999,0,0,,
"VLN",240328,0.21,12.14,-3.48,-26.18,-3.88,"Mkt Perform","Weak","240328","+",1,-61.77,0,"","","+","","",1,2.21,1.96,2.37,2.1,20.15,8.53,5.13,2.62,2.11,,
"GROY",240328,-3.52,1.05,28.86,-9.43,32.87,"Mkt Perform","Weak","240328","-",1,78.58,-0.07,"","","+","","",4,1.9,1.83,2.01,2,-4,2.67,15.66,1.84,1.3,,
"HMA",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230828","-",937,-100,0,"","","-","","",919,0,0,0,0,9999,9999,9999,0,0,,
"BYNO",240328,0,0.18,1.37,7.04,1.37,"Mkt Perform","Weak","240328","-",4,-96.67,0,"","","+","","",1,11.09,11.06,11.1,11.08,0.18,0.36,0.45,12.12,10.99,,
"IRRX",240328,0,-1.71,-0.36,3.3,-0.36,"Weak","Mkt Perform","240325","-",4,-99.46,0,"","","-","","",4,10.95,10.85,10.95,11.17,-1.71,-1.71,-1.35,12.12,11.07,,
"CSLM",240328,-0.23,0,1.29,6.47,1.19,"Mkt Perform","Weak","240328","-",1,-94.93,-0.03,"","","+","","",1,11.04,10.99,11.06,11.02,0.24,0.36,0.18,11.01,10.92,,
"FEAM",240328,0.75,8,-4.26,-74.19,-4.26,"Mkt Perform","Weak","240328","-",4,-61.4,0.01,"","","-","","",4,1.25,1.17,1.37,1.37,2.27,-15.09,-25.41,2.43,1.03,,
"LIAN",240328,0,9999,-100,-100,-100,"Mkt Perform","Weak","240318","-",83,-100,0,"","","-","","",26,0,0,0,0,9999,-100,-100,4.88,4.04,,
"ZURA",240328,1.72,13.46,-50.83,-85.72,-49.63,"Mkt Perform","Weak","240328","-",4,-66.48,0.04,"","","-","","",4,2.23,2.08,2.49,3.28,-26.02,-29.13,-35.87,4.27,2.87,,
"RBOT",240328,3.04,-11.88,-24.72,-86.49,-17.88,"Weak","Mkt Perform","240325","-",4,-32.92,0.01,"","","-","","",1,0.28,0.31,0.34,0.38,-21.3,-15.15,-29.03,0.6,0.34,,
"GCT",240328,2.31,-0.5,49.03,380.52,46.18,"Mkt Perform","Strong","240328","+",2,-26.33,0.61,"","","-","","",1,25.12,26.9,26.84,41,-37.97,-24.11,-28.53,38,20.2,,
"MKFG",240328,3.77,10.36,6.36,-8.13,2.61,"Mkt Perform","Weak","240328","+",1,-23.6,0.03,"","","+","","",1,0.76,0.75,0.83,0.83,12.19,18.4,25.6,0.72,0.61,,
"GWH",240328,-0.48,21.03,-35.1,-33.95,-34.81,"Mkt Perform","Weak","240328","-",4,-41.63,0,"","","+","","",1,0.68,0.61,0.76,0.73,7.07,-18.58,-14.07,1.1,0.79,,
"BAER",240328,2.54,1.71,-33.84,10.61,-27.99,"Mkt Perform","Weak","240328","-",4,24.25,0.13,"","","-","","",4,4.9,4.76,5.23,6.2,2.74,4.88,1.1,6.29,4.75,,
"EM",240328,0.59,3.78,27.7,-40.64,26.21,"Strong","Weak","240328","-",4,-24.72,0,"","","-","","",4,0.63,0.6,0.67,0.71,-3.72,4.84,-3.7,0.7,0.46,,
"PRST",240328,-13.37,-24.63,-69.13,-88.4,-68.6,"Weak","Mkt Perform","240326","-",1,914.19,-0.03,"","","-","","",1,0.19,0.2,0.21,0.28,-40.67,-36.94,-47.05,0.74,0.15,,
"BHIL",240328,-3.56,-9,10.36,-81.29,13.94,"Mkt Perform","Weak","240328","-",4,-47.64,-0.01,"","","-","","",1,0.19,0.21,0.21,0.31,-6.88,0.1,-19.11,0.29,0.15,,
"IREN",240328,0.28,6.85,-36.8,79.5,-24.47,"Mkt Perform","Weak","240328","-",4,35.96,0.01,"","","-","","",4,5.28,4.29,5.94,6.14,17.07,3.86,-8.73,8.69,3.56,,
"ICNC",240328,0,9999,9999,-100,9999,"Mkt Perform","","231211","-",826,0,0,"","","-","","",777,0,0,0,0,9999,9999,9999,0,0,,
"BVS",240328,0.97,-4.05,-2.53,330.58,-1.51,"Weak","Mkt Perform","240325","+",3,-64.68,0.05,"","","-","","",1,5.1,5.32,5.28,5.77,-4.4,-5.96,12.53,5.18,4.28,,
"AIP",240328,-1.93,3.74,20.77,77.23,24.87,"Strong","Weak","240328","-",4,1201.56,-0.14,"","","+","","",1,7.35,6.2,7.6,7.38,13.5,0.62,4.62,7.86,6.05,,
"BARK",240328,0,-2.36,48.4,-11.43,54.96,"Mkt Perform","Weak","240328","-",4,-72.52,0,"","","-","","",1,1.21,1.27,1.25,1.43,-9.49,-13.59,3.33,1.26,0.87,,
"RPHM",240328,0.61,0.3,3.43,-70.25,2.47,"Mkt Perform","Weak","240328","-",4,-76.25,0.01,"","","+","","",1,1.64,1.61,1.71,1.69,0,-0.6,0.61,1.85,1.57,,
"APCA",240328,0.09,0.18,1.44,9999,1.35,"Mkt Perform","Weak","240328","-",4,-98.43,0.01,"","","+","","",1,11.26,11.24,11.28,11.28,0.27,0.31,0.62,11.22,11.19,,
"GBBK",240328,0,0.23,2.18,5.07,2.18,"Mkt Perform","Weak","240328","-",4,-62.07,0,"","","-","","",4,10.78,10.73,10.78,12,0.04,0.28,0.37,11.39,10.69,,
"RLTY",240328,1.77,4.94,5.5,14.86,5.95,"Mkt Perform","Weak","240328","+",1,15.73,0.26,"","","+","","",1,14.28,13.86,14.57,14.18,6.83,3.48,5.31,14.47,13.78,,
"GDHG",240328,2.24,-0.15,-36.77,9999,-35.03,"Mkt Perform","Weak","240328","-",4,-32.91,0.01,"","","-","","",4,0.45,0.45,0.48,0.52,7.8,-5.1,-4.51,0.77,0.41,,
"NYXH",240328,0,-10.22,182.13,81.15,182.73,"Mkt Perform","Weak","240328","-",4,-81.45,0,"","","-","","",1,12.9,13.9,14.2,20,-19.88,-16.23,-3.91,17.8,10.11,,
"TWCB",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","230828","-",937,0,0,"","","-","","",919,0,0,0,0,9999,9999,9999,0,0,,
"RLYB",240328,8.81,6.79,-30.8,-70.27,-26.69,"Mkt Perform","Weak","240328","+",1,-42.43,0.14,"","","+","","",1,1.46,1.51,1.61,1.7,6.79,-9.42,-25.59,2.4,1.23,,
"OPFI",240328,0,-3.49,-51.27,25.13,-51.27,"Weak","Mkt Perform","240325","+",1,-68.08,0,"","","-","","",1,2.43,2.36,2.52,2.63,-1.19,-17.28,-29.26,3.9,2.99,,
"BOAC",240328,0,9999,9999,-100,9999,"Mkt Perform","Weak","231106","-",685,0,0,"","","-","","",630,0,0,0,0,9999,9999,9999,0,0,,
"MASS",240328,8.27,12.15,-39.66,-6.52,-32.81,"Mkt Perform","Weak","240328","+",1,1.85,0.58,"","","+","","",1,6.43,6.45,6.98,7.19,11.98,8.51,2.38,7.92,6.86,,
"VOR",240328,6.79,21.34,-8.17,-55.56,6.31,"Mkt Perform","Weak","240328","+",1,11.02,0.15,"","","+","","",1,2.12,1.73,2.23,2.06,22.28,1.72,2.61,2.43,1.87,,
